0,GasterBlaster,0,0,0,$HeartX,$HeartY,135,0.7,0.08
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,200,,,,,
0,ADD,HeartY,$HeartY,200,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,225,0.7,0.08
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,200,,,,,
0,ADD,HeartY,$HeartY,200,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,315,0.7,0.1
1.7,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,1,0,0,$HeartX,151,90,0.4,0.2
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,1,0,0,133,$HeartY,0,0.4,0.2
0,GasterBlaster,1,0,0,508,$HeartY,180,0.4,0.2
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,1,0,0,$HeartX,151,90,0.2,0.2
1,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,200,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,0,0.7,0.08
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartY,$HeartY,200,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,90,0.7,0.08
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,200,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,180,0.7,0.08
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartY,$HeartY,200,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,270,0.7,0.08
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,200,,,,,
0,SUB,HeartY,$HeartY,200,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,45,0.7,0.08
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,200,,,,,
0,SUB,HeartY,$HeartY,200,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,135,0.7,0.08
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,200,,,,,
0,ADD,HeartY,$HeartY,200,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,225,0.7,0.08
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,200,,,,,
0,ADD,HeartY,$HeartY,200,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,315,0.7,0.1
1.2,JMPABS,RndAttack,,,,,,,
0,:Attack8,,,,,,,,
0,CombatZoneResizeInstant,179,226,404,391,,,,
0,HeartMode,0,,,,,,,
0,RND,Side,2,,,,,,
0,JMPZ,Attack8Other,$Side,,,,,,
0,HeartTeleport,382,304,,,,,,
0,SineBones,16,-20,300,55,,,,
0,SineBones,16,-20,340,55,,,,
0,SineBones,16,-20,120,55,,,,
1.7,JMPABS,RndAttack,,,,,,,
0,:Attack8Other,,,,,,,,
0,HeartTeleport,267,304,,,,,,
0,SineBones,16,20,300,55,,,,
1.7,JMPABS,RndAttack,,,,,,,
0,:Attack9,,,,,,,,
0,CombatZoneResizeInstant,121,276,526,391,,,,
0,HeartMode,1,,,,,,,
0,RND,Side,2,,,,,,
0,JMPZ,Attack9Other,$Side,,,,,,
0,HeartTeleport,489,376,,,,,,
0,BoneVRepeat,345,364,20,0,120,6,76,
0,BoneVRepeat,297,280,82,2,120,6,76,
1.9,JMPABS,RndAttack,,,,,,,
0,EndAttack,,,,,,,,
